Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
I,0.6375,0.4625,0.15,2.494756,1.03475675,0.5953395,0.6520385,5
M,1.8,1.375,0.5125,61.3766675,31.34037225,14.8834875,11.453198,10
F,1.5375,1.2,0.4,35.50774875,16.5844575,7.35669525,9.355335,8
I,1.1875,0.9125,0.3125,15.49300175,6.4920355,3.35941575,4.876114,9
M,1.425,1.15,0.3875,28.36367475,12.870673,5.8116475,7.5126175,11
F,0.8375,0.55,0.175,4.819415,2.154562,1.03475675,1.417475,6
F,1.475,1.175,0.425,25.51455,10.0640725,5.40057975,7.087375,11
I,0.8375,0.65,0.25,5.443104,2.22543575,1.65844575,1.984465,8
I,0.9625,0.7,0.225,6.463686,2.90582375,1.190679,1.85689225,5
M,1.5,1.175,0.4375,31.3261975,13.79203175,7.0023265,8.9300925,15
F,1.225,0.95,0.3125,15.5638755,6.9456275,3.04757125,4.932813,10
M,1.6125,1.2125,0.5375,42.921143,15.478827,7.41339425,18.0019325,16
I,0.9875,0.7375,0.25,7.69688925,3.798833,0.92135875,2.4097075,10
I,1.0375,0.7625,0.3,9.525432,4.6776675,2.154562,2.28213475,7
I,1.3,1.0625,0.425,19.29183475,7.93786,4.932813,5.5281525,10
M,1.125,0.8,0.25,10.8011595,4.83358975,2.1262125,3.2601925,9
M,1.65,1.2625,0.475,40.78075575,19.20678625,8.0796075,5.046211,11
M,0.9375,0.7625,0.225,9.19941275,3.95475525,1.60174675,2.6932025,5
I,1.25,0.925,0.3,15.43630275,7.0590255,3.01922175,4.309124,8
M,1.475,1.1875,0.4,26.80445225,10.81533425,5.216308,7.654365,19
M,1.525,0.9125,0.3875,30.51823675,13.834556,7.0590255,7.654365,9
F,1.65,1.325,0.425,37.591437,14.7133905,7.44174375,12.47378,13
I,0.65,0.5,0.175,2.608154,1.0489315,0.56699,0.850485,6
F,1.4375,1.1125,0.3375,25.0326085,10.8011595,5.76912325,7.37087,11
F,1.125,0.875,0.3625,15.37960375,5.00368675,3.4869885,4.9611625,13
M,1.3375,1.0125,0.4625,23.65765775,9.00096625,4.89028875,8.221355,16
I,0.75,0.5375,0.125,3.35941575,1.360776,0.63786375,1.190679,4
M,1.575,1.2,0.375,33.40988575,14.69921575,7.030676,9.17106325,8
F,1.2875,0.9875,0.3375,14.628342,5.71242425,3.742134,4.592619,9
F,1.45,1.1375,0.3,30.43318825,13.5794105,7.75358825,7.5126175,10
M,1.4125,1.0875,0.4625,27.82503425,9.3269855,3.855532,11.056305,13
M,1.2125,0.925,0.325,14.911837,7.04485075,2.9766975,4.40834725,6
F,1.375,0.95,0.4125,34.1611475,15.3937785,8.334753,9.48290775,10
I,1.2875,1,0.3375,18.030282,8.66077225,3.44446425,5.25883225,9
I,1.2,0.875,0.25,14.7133905,6.70465675,3.61456125,3.572037,7
M,1.25,0.975,0.3375,18.69649525,8.91591775,4.35164825,4.43669675,6
F,1.625,1.2625,0.4125,38.4702715,16.23008875,7.9662095,12.190285,11
F,1.45,1.2,0.45,35.42270025,14.01882775,7.654365,10.5176645,8
M,1.4125,1.0875,0.375,28.066005,16.42853525,5.17378375,5.839997,8
F,1.4375,1.125,0.4,27.71163625,8.88756825,6.5487345,9.355335,12
I,1.4,1.0625,0.3375,23.26076475,10.53183925,5.2446575,6.690482,9
M,1.75,1.375,0.5,43.1762885,19.6462035,8.674947,12.48795475,13
M,1.1875,0.925,0.3125,18.5689225,7.540967,4.89028875,5.2446575,10
M,1.425,1.125,0.3875,33.83512825,14.5432935,5.953395,9.7238785,10
F,1.5125,1.2625,0.45,40.653183,20.65261075,7.484268,12.2186345,11
F,1.45,1.125,0.4625,28.22192725,11.18387775,7.711064,8.0796075,11
M,1.6375,1.35,0.4125,39.7743485,19.71707725,6.76135575,11.90679,11
F,1.55,1.2375,0.425,30.107169,10.546014,6.0384435,9.63883,11
F,1.6125,1.2875,0.375,34.359594,14.5999925,5.82582225,10.9145575,10
M,0.9625,0.775,0.25,8.06543275,3.01922175,2.1262125,2.83495,11
F,1.3375,1.025,0.325,20.25571775,9.4970825,4.082328,5.88252125,9
M,1.525,1.175,0.4125,29.823674,14.118051,6.860579,7.5693165,9
M,1.55,1.1625,0.3625,25.8263945,10.6310625,6.08096775,7.881161,10
F,1.35,1.0625,0.4,26.80445225,10.41844125,5.68407475,8.3631025,9
F,1.4375,1.15,0.3625,28.19357775,13.210867,6.4920355,7.5126175,7
M,1.475,1.175,0.4,34.189497,13.5794105,6.87475375,8.7599955,8
F,1.7625,1.375,0.425,34.5580405,18.12950525,6.690482,8.5331995,9
M,1.25,0.925,0.375,30.09299425,14.004653,6.3219385,8.391452,9
F,1.3,1.025,0.4,20.184844,8.06543275,4.3374735,6.3786375,10
I,1.2375,0.975,0.3125,18.86659225,8.051258,4.592619,5.6699,11
I,1.1,0.85,0.2625,9.752228,3.4869885,2.2963095,3.5436875,8
M,1.325,1.0875,0.3375,20.87940675,9.28446125,3.72795925,6.23689,12
M,1.125,0.8625,0.2625,11.66581925,5.10291,3.18931875,3.8271825,7
M,1.3375,1.0125,0.35,23.189891,11.396499,4.86193925,5.3580555,7
M,1.6125,1.2375,0.4625,42.33997825,14.92601175,7.89533575,12.8990225,15
I,1.05,0.7875,0.275,11.41067375,5.25883225,2.3530085,2.87747425,8
M,1.7875,1.4125,0.4375,55.35239875,21.67319275,11.86426575,11.72251825,10
I,1.3125,1.0125,0.3125,18.6256215,8.46232575,4.26659975,4.762716,10
M,1.775,1.4,0.55,57.1242425,26.12406425,12.870673,16.045817,11
F,1.675,1.2625,0.4375,28.76056775,12.40290625,7.6827145,10.61688775,10
F,1.4125,1.1125,0.3125,23.54425975,8.88756825,5.06038575,6.520385,11
F,1.525,1.2375,0.4,30.8726055,13.2959155,5.613201,10.886208,11
F,1.5125,1.125,0.4125,34.65726375,10.1207715,5.726599,10.9145575,13
M,0.8625,0.6625,0.225,4.6209685,1.74349425,1.0489315,1.37495075,10
F,2.0375,1.625,0.625,63.9281225,25.24522975,11.90679,22.60872625,14
I,1.4625,1.15,0.3625,23.99785175,9.6104805,4.7343665,8.3631025,10
I,0.5875,0.4375,0.1,1.99863975,0.94970825,0.4252425,0.56699,5
F,1.8,1.4375,0.4875,60.96559975,30.46153775,10.829509,16.5844575,10
M,1.6625,1.3125,0.4,38.6403685,17.8318355,7.9095105,9.63883,8
M,1.3625,1.05,0.3125,27.62658775,10.0073735,4.932813,8.6465975,13
I,1.2125,0.925,0.2875,18.0586315,10.77281,3.78465825,3.628736,7
M,1.5875,1.275,0.525,45.302501,18.52639825,8.03708325,16.44271,15
F,1.7,1.2625,0.425,38.08755325,18.6256215,8.4198015,10.0640725,12
I,1.2,0.95,0.3125,17.70426275,9.62465525,3.07592075,4.72019175,8
M,1.2625,0.9625,0.275,18.5689225,9.02931575,4.252425,5.2446575,9
F,1.25,1,0.3125,18.92329125,7.3992195,3.72795925,6.23689,10
M,1.6375,1.2875,0.5,38.9238635,12.5588285,9.56795625,13.891255,16
F,1.2625,0.975,0.4,18.257078,7.01650125,5.74077375,4.63514325,9
M,1.075,0.875,0.275,11.509897,4.74854125,2.2963095,3.8271825,10
I,1.2875,1,0.3125,15.94659375,7.087375,3.52951275,4.819415,7
M,1.6125,1.2125,0.3875,42.2124055,16.76872925,8.845044,10.77281,18
F,1.1625,0.975,0.275,18.01610725,5.14543425,4.4508715,6.3786375,13
F,1.025,0.8,0.2875,10.9712565,4.6776675,2.84912475,2.79242575,11
M,1.425,1.05,0.3875,28.576296,10.6877615,5.4714535,9.63883,13
I,0.85,0.6375,0.1875,5.10291,2.11203775,1.13398,1.48834875,6
F,1.0375,0.85,0.325,10.41844125,4.139027,2.50893075,3.40194,10
M,1.6125,1.275,0.4125,39.7743485,16.31513725,7.12989925,12.88484775,11
M,1.325,1.025,0.3125,21.8007655,9.808927,4.9044635,6.0951425,9
F,1.4,1.0625,0.3125,26.421734,10.2341695,6.0384435,9.4970825,9
M,1.575,1.2,0.375,36.0322145,18.72484475,6.87475375,8.788345,11
I,1.3,0.975,0.35,20.76600875,6.84640425,4.082328,7.37087,19
M,1.45,1.125,0.4375,30.277266,12.0485375,5.7549485,9.07184,13
F,1.4875,1.2,0.5,27.6407625,10.149121,5.76912325,9.63883,15
M,1.525,1.15,0.4,28.3495,14.004653,5.5848515,7.7961125,10
I,1.3625,1.0125,0.3375,16.85377775,7.654365,3.35941575,5.2446575,8
F,1.375,1.0375,0.45,33.04134225,14.231449,8.5331995,8.8166945,9
F,0.925,0.725,0.2875,7.087375,3.1467945,1.6159215,2.1262125,9
M,1.4875,1.2125,0.375,30.71668325,15.03940975,6.5487345,7.824462,8
I,1.575,1.2625,0.45,36.060564,17.08057375,8.3631025,8.9300925,11
M,1.525,1.2,0.425,32.2333815,12.94154675,8.221355,9.8372765,10
M,1.325,1.0625,0.3875,22.41027975,8.7032965,4.8477645,7.35669525,9
M,0.875,0.6625,0.225,5.5848515,2.0695135,1.03475675,2.1829115,7
M,0.6875,0.5,0.2,2.8066005,1.0489315,0.680388,0.850485,5
I,1.25,0.9375,0.3125,16.14504025,7.3425205,3.515338,4.4508715,7
F,1.3,0.9875,0.45,18.14368,4.479221,3.118445,6.9456275,22
I,1.25,0.9875,0.3,15.2236815,6.13766675,3.07592075,5.06038575,9
F,1.5,1.25,0.425,32.034935,12.48795475,7.5693165,9.4970825,11
I,0.5875,0.4,0.1,1.360776,0.52446575,0.510291,0.4252425,5
I,1.3125,1,0.35,17.16562225,7.38504475,3.061746,5.953395,9
M,1.3,1.025,0.2875,21.829115,7.4559185,4.4508715,7.37087,11
I,0.875,0.6375,0.225,5.06038575,2.42388225,0.86465975,1.48834875,8
M,1.175,0.95,0.3625,16.62698175,6.76135575,4.082328,5.2446575,8
M,1.5,1.1625,0.4125,29.426781,14.10387625,6.25106475,7.1157245,9
F,0.8625,0.6375,0.25,5.5848515,2.0128145,1.4458245,1.70097,9
I,1.4375,1.1,0.375,27.8675585,13.777857,6.0951425,6.7755305,8
I,1.0625,0.85,0.2625,11.0279555,5.71242425,2.56562975,2.494756,6
M,1.1375,0.8875,0.3375,13.45183775,5.28718175,2.65067825,4.762716,13
I,1.325,1.075,0.4,20.53921275,9.1001895,3.61456125,6.80388,9
F,1.65,1.2625,0.475,39.81687275,17.73261225,9.56795625,10.61688775,9
I,1.125,0.875,0.325,15.5071765,6.9456275,3.98310475,3.98310475,8
F,1.425,1.1625,0.45,28.33532525,11.4815475,7.8528115,8.3631025,16
F,1.8,1.475,0.5125,49.59745025,21.98503725,11.97766375,13.60776,11
M,1.1875,0.925,0.3125,18.3988255,9.8372765,3.855532,4.025629,8
I,1.25,0.9375,0.35,15.8473705,6.73300625,3.8271825,4.7910655,9
I,1.575,1.225,0.425,34.5013415,15.63474925,6.010094,8.788345,11
M,1.1375,0.8875,0.325,14.5999925,5.6699,3.61456125,4.9611625,11
F,1.625,1.2625,0.4375,34.23202125,14.47241975,7.427569,11.056305,10
M,1.6125,1.225,0.4,35.4652245,15.18115725,9.48290775,8.97261675,9
I,1.5875,1.2625,0.475,37.74735925,16.45688475,7.144074,12.3320325,17
M,1.625,1.2125,0.35,33.3106625,13.4660125,6.90310325,6.0951425,8
F,1.775,1.425,0.4875,56.14618475,28.13687875,13.96212875,13.60776,12
F,1.5125,1.2875,0.425,36.5425055,17.0097,8.34892775,9.39785925,9
M,1.5625,1.225,0.4625,33.1405655,14.95436125,7.18659825,9.752228,11
M,1.5625,1.25,0.4875,38.8104655,16.65533125,6.19436575,10.489315,17
F,1.875,1.5375,0.5125,64.16909325,23.2749395,11.9918385,20.581737,12
I,1.0875,0.8375,0.275,9.468733,3.84135725,2.19708625,2.73572675,7
F,1.5375,1.1625,0.375,26.1665885,13.08329425,5.17378375,6.84640425,9
M,1.2625,0.9875,0.3375,16.76872925,8.164656,3.72795925,5.2446575,12
M,1.45,1.1625,0.3625,25.1460065,12.48795475,4.69184225,7.5126175,11
F,1.7,1.425,0.5125,52.219779,17.7184375,11.566596,18.427175,20
M,1.375,1.0625,0.375,23.57260925,11.6516445,5.00368675,6.13766675,10
M,1.2625,1,0.3125,21.829115,7.75358825,4.5075705,7.2291225,13
F,1.1875,0.9,0.3,16.76872925,9.19941275,3.118445,3.6003865,6
I,1.3125,1,0.325,18.29960225,9.2135875,3.52951275,4.819415,8
F,1.475,1.1,0.35,28.5479465,13.53688625,5.96756975,8.29222875,9
M,1.425,1.1,0.3875,31.638042,13.53688625,6.56290925,7.654365,13
I,1.55,1.2125,0.45,32.715323,13.99047825,7.257472,8.9300925,12
F,1.45,1.1875,0.3375,26.2232875,11.0846545,4.6776675,7.7961125,14
M,1.5375,1.2625,0.475,39.7743485,19.03668925,8.29222875,10.3475675,8
M,1.35,1.1375,0.35,27.555714,11.8784405,7.2291225,7.6260155,10
M,1.6,1.325,0.4125,33.72173025,13.50853675,8.50485,9.922325,11
F,1.55,1.2,0.4375,29.49765475,13.154168,6.30776375,8.50485,9
I,1.1375,0.925,0.275,14.571643,6.76135575,3.50116325,3.572037,8
M,1.05,0.8125,0.2875,8.17883075,2.83495,1.6159215,3.21766825,15
I,1.2875,0.875,0.2625,13.45183775,6.0384435,3.4869885,3.61456125,10
I,1.125,0.825,0.2625,10.53183925,5.28718175,2.22543575,2.76407625,7
I,1.1375,0.875,0.325,13.39513875,6.0951425,2.11203775,4.252425,9
F,1.2625,0.9625,0.2875,17.463292,6.8889285,3.04757125,5.953395,11
F,1.5125,1.2375,0.425,35.11085575,14.968536,6.98815175,11.056305,14
I,1.15,0.9,0.25,13.13999325,6.59125875,2.6365035,3.2601925,7
M,1.575,1.275,0.575,43.6298805,15.97494325,7.98038425,16.159215,17
I,1.075,0.8125,0.25,10.33339275,4.46504625,2.33883375,2.9766975,7
M,1.425,1.0875,0.3125,25.41532675,10.8578585,5.20213325,7.7961125,9
M,1.125,0.8875,0.3,11.21222725,4.1673765,2.16873675,4.1106775,9
M,1.525,1.2,0.35,29.2283345,12.40290625,7.41339425,7.654365,8
F,1.6125,1.375,0.4375,36.61337925,16.159215,8.63242275,9.355335,14
I,1.35,1.0625,0.325,20.42581475,8.37727725,4.7910655,6.3786375,10
M,1.4625,1.125,0.4375,31.96406125,13.96212875,7.427569,9.4970825,11
M,1.675,1.3125,0.45,47.10269425,22.69377475,10.33339275,12.190285,10
F,1.525,1.2125,0.425,31.19862475,14.52911875,6.4920355,8.6465975,11
F,1.5875,1.2625,0.3875,36.55668025,16.839603,8.901743,9.7805775,11
I,0.575,0.4125,0.15,1.45999925,0.5386405,0.41106775,1.020582,4
M,1.625,1.3,0.4875,47.513762,19.6462035,12.47378,13.324265,15
I,1,0.725,0.25,7.58349125,3.41611475,1.71514475,2.16873675,5
M,1.5625,1.2,0.3625,30.7592075,13.16834275,6.93145275,9.2702865,10
F,1.45,1.1625,0.3625,27.9667818,13.324265,6.10931725,7.087375,11
F,1.1875,0.95,0.35,19.5328055,8.97261675,3.72795925,5.54232725,7
M,1.8,1.4125,0.3625,33.6508565,19.5895045,5.51397775,7.61184075,8
F,1.7125,1.35,0.5375,48.26502375,18.824068,10.36174225,13.42348825,14
M,1.4,1.075,0.3875,24.59319125,11.3398,4.876114,6.4920355,8
M,0.825,0.6375,0.2375,5.31553125,2.08368825,1.2757275,1.70097,7
M,1.1,0.8375,0.275,11.169703,4.4508715,2.721552,3.458639,9
M,1.4,1.0625,0.3375,26.69105425,14.4298955,5.71242425,5.59902625,9
M,1.5,1.1625,0.5,35.6920205,18.15785475,5.62737575,10.1207715,9
I,1.05,0.8125,0.2875,10.035723,4.60679375,1.814368,2.9766975,8
I,1.125,0.8875,0.3,11.679994,3.24601775,1.88524175,4.53592,19
I,1.275,0.9875,0.325,17.08057375,7.9662095,4.0539785,4.592619,7
M,1.575,1.2375,0.4,30.9860035,14.0897015,6.2652395,8.9300925,12
M,1.9125,1.4625,0.45,67.982101,31.978236,14.514944,15.12445825,12
F,1.475,1.1375,0.3625,30.1355185,14.61416725,6.93145275,7.087375,8
M,1.525,1.175,0.4,28.973189,12.7289255,6.64795775,8.34892775,9
I,0.7125,0.525,0.1375,2.8632995,1.17650425,0.4819415,0.94970825,5
I,0.6375,0.475,0.175,2.31048425,0.793786,0.453592,0.8788345,5
F,1.3625,1.0125,0.4375,27.78251,7.32834575,5.8683465,10.77281,18
M,1.35,1.0125,0.3125,25.2594045,13.65028425,5.42892925,5.726599,9
M,1.65,1.2875,0.3875,40.86580425,20.00057225,10.07824725,9.4970825,10
F,1.775,1.3625,0.4375,54.0624965,24.73493875,12.94154675,13.4660125,11
I,0.9125,0.6875,0.2125,6.3219385,2.778251,1.06310625,2.1262125,7
M,1.625,1.3125,0.475,38.79629075,16.93882625,8.391452,11.3398,11
F,1.5625,1.175,0.3625,27.895908,13.4660125,5.6699,7.5126175,11
M,1.6125,1.2625,0.4625,41.4753185,16.782904,11.07047975,11.793392,10
F,1.6625,1.3375,0.475,42.410852,16.37183625,7.98038425,13.4660125,17
M,1.3875,1.0625,0.375,24.7491135,13.11164375,5.23048275,5.57067675,9
I,0.9875,0.8,0.25,8.71747125,4.2240755,1.51669825,2.551455,8
M,1.75,1.3875,0.5,52.673371,20.695135,10.39009175,16.8679525,11
F,1.0875,0.875,0.275,10.886208,4.0539785,2.84912475,3.5436875,13
M,1.4375,1.175,0.375,27.73998575,12.77144975,5.556502,7.824462,9
M,1.3875,1.05,0.3625,24.64989025,8.71747125,7.29999625,7.087375,14
M,1.3125,0.9875,0.4125,22.169309,8.0796075,3.98310475,8.0796075,19
M,1.5,1.175,0.3875,29.370082,12.40290625,5.556502,9.2135875,20
M,1.45,1.1875,0.375,27.499015,10.9145575,6.13766675,9.922325,11
M,1.5625,1.2875,0.425,37.7331845,16.23008875,8.51902475,10.2341695,9
M,1.2,0.9625,0.3625,18.14368,8.29222875,3.98310475,4.46504625,6
F,1.5875,1.3375,0.475,35.210079,16.329312,7.01650125,11.056305,14
M,1.4125,1.1375,0.375,27.20134525,12.94154675,6.78970525,6.520385,9
F,1.6,1.35,0.4375,44.5370645,17.7751365,7.6827145,13.4660125,18
M,1.5625,1.225,0.4375,37.77570875,16.17338975,7.6827145,11.4815475,10
M,1.175,0.9,0.3375,14.2030995,4.72019175,3.2601925,4.6776675,10
F,1.425,1.125,0.45,25.741346,11.38232425,6.1518415,7.2291225,9
I,0.8,0.6,0.225,4.46504625,1.984465,0.75126175,1.20485375,5
I,0.5125,0.375,0.1625,1.13398,0.56699,0.3118445,0.3685435,4
F,1.45,1.1375,0.425,25.72717125,10.602713,6.05261825,8.0796075,13
M,1.6,1.2875,0.45,35.3518265,15.52135125,8.29222875,10.44679075,10
M,1.6625,1.3375,0.3875,39.2073585,16.896302,7.27164675,13.7495075,14
F,1.75,1.4375,0.425,37.137845,14.44407025,8.901743,11.90679,14
F,0.95,0.7625,0.2375,7.98038425,3.55786225,1.48834875,2.551455,8
I,0.4,0.275,0.0625,0.55281525,0.21262125,0.1417475,0.170097,4
F,1.625,1.4125,0.5,47.18774275,21.3471735,10.4042665,12.190285,12
I,1.2875,1.05,0.3375,20.1564945,9.5537815,4.082328,5.8116475,13
M,0.9625,0.7375,0.2375,9.4970825,4.1673765,2.664853,2.551455,7
F,1.4625,1.05,0.3875,29.313383,12.3887315,6.30776375,9.07184,11
I,0.5875,0.4375,0.1625,1.74349425,0.58116475,0.56699,0.5386405,6
I,0.675,0.475,0.15,2.8066005,1.26155275,0.4819415,0.850485,5
I,1.375,1.075,0.3625,22.38193025,10.61688775,4.8477645,6.3219385,11
I,0.6,0.4625,0.175,2.02698925,0.737087,0.510291,0.7087375,6
F,1.8,1.4375,0.425,54.81375825,25.8830935,11.0279555,14.458245,13
I,1.2625,0.8875,0.3125,17.0380495,7.087375,3.41611475,5.2446575,8
I,1.45,1.1125,0.3125,20.11397025,8.5898985,3.98310475,6.6621325,9
F,1.4,1.125,0.4,29.01571325,12.1619355,7.597666,8.50485,10
M,0.5125,0.3875,0.1125,1.20485375,0.4819415,0.15592225,0.43941725,7
F,1.025,0.7875,0.275,9.1001895,3.55786225,1.85689225,2.6932025,10
M,1.3,0.9875,0.3125,16.48523425,7.27164675,3.58621175,4.819415,10
M,1.5,1.15,0.425,33.46658475,12.927372,9.5537815,9.3269855,11
I,1.1875,0.9,0.275,12.91319725,5.0178615,2.73572675,4.1106775,9
F,1.4875,1.125,0.375,31.581343,16.62698175,6.25106475,7.087375,11
F,1.5875,1.275,0.4625,36.457457,14.911837,8.3631025,11.63746975,12
M,1.45,1.075,0.3125,25.84056925,12.643877,5.88252125,3.4302895,10
I,1.5125,1.2375,0.3625,29.880373,10.4609655,6.39281225,10.20582,12
I,1.5625,1.2125,0.4,32.601925,14.89766225,7.2858215,9.39785925,11
M,1.3875,1.125,0.3625,25.9397925,11.3398,6.973977,8.0796075,11
F,1.725,1.375,0.5,44.4803655,19.4761065,10.41844125,13.04077,12
I,1.3,1.0375,0.35,18.10115575,8.34892775,3.98310475,4.8477645,8
I,1.25,0.95,0.3375,16.839603,8.34892775,2.948348,4.43669675,9
F,1.575,1.1875,0.4375,40.3413385,11.77921725,9.59630575,13.891255,14
I,1.175,0.925,0.275,15.74814725,7.087375,3.2601925,4.6209685,8
I,1.0875,0.75,0.3,16.91047675,7.3425205,3.9405805,4.66349275,8
F,1.575,1.2,0.4125,35.76289425,15.60639975,7.8528115,11.01378075,10
M,1.475,1.1875,0.3875,24.2955215,10.092422,4.932813,7.93786,13
I,0.825,0.6375,0.2375,4.876114,1.871067,0.72291225,1.70097,6
F,1.3625,1.1,0.3375,26.03901575,12.1619355,5.71242425,6.73300625,10
M,0.775,0.5625,0.2,3.81300775,1.530873,0.680388,1.417475,7
M,1.6625,1.2875,0.4125,39.27823225,17.6050395,8.561549,9.76640275,8
F,1.375,1.1625,0.375,30.674159,10.13494625,5.499803,5.386405,14
F,1.625,1.25,0.425,39.81687275,19.674553,9.015141,9.17106325,11
M,0.75,0.6,0.225,4.5642695,2.05533875,1.1056305,1.417475,6
I,1.2125,0.9375,0.3125,15.932419,7.10154975,3.81300775,4.32329875,8
F,1.5625,1.2,0.5,37.52056325,17.22232125,8.66077225,10.0640725,9
M,1.4125,1.1,0.4375,31.808139,11.1413535,5.6699,10.6310625,20
M,1.425,1.1,0.4375,26.69105425,10.78698475,6.47786075,8.0229085,9
F,1.6375,1.275,0.4375,46.84754875,24.13959925,9.53960675,11.4248485,10
F,1.4625,1.0375,0.3875,19.80212575,8.50485,4.139027,5.5281525,12
I,0.975,0.7,0.225,6.0951425,2.39553275,0.963883,2.2396105,8
I,1.55,1.175,0.3875,27.385617,12.6722265,4.8477645,8.051258,11
M,1.2125,0.9,0.325,15.35125425,7.35669525,2.721552,4.53592,10
M,1.4875,1.25,0.4125,30.05047,11.396499,7.93786,7.7961125,11
M,1.325,1.025,0.4125,20.751834,5.3580555,4.819415,8.788345,11
M,1.575,1.225,0.45,32.034935,12.984071,7.83863675,8.9300925,12
M,1.575,1.175,0.3875,32.10580875,16.6978555,5.9817445,8.1363065,8
M,1.425,1.125,0.35,22.5378525,9.59630575,4.195726,6.9456275,9
F,1.625,1.25,0.4,39.19318375,19.901349,8.618248,9.05766525,9
I,0.9125,0.65,0.2875,6.180191,2.65067825,1.26155275,1.984465,9
F,1.5375,1.25,0.4125,37.6197865,17.0097,8.54737425,10.0640725,10
M,0.775,0.6125,0.2375,4.252425,1.48834875,0.963883,1.360776,7
F,1.575,1.25,0.4,34.58639,13.90542975,8.50485,9.7805775,14
I,0.6875,0.5,0.1625,2.93417325,1.34660125,0.58116475,0.850485,7
F,1.4375,1.15,0.4,31.2694985,15.252031,6.2652395,7.0590255,9
M,1.15,0.9375,0.35,14.47241975,5.443104,2.96252275,5.8116475,9
M,1.5375,1.175,0.4,28.84561625,13.4093135,6.78970525,7.93786,10
M,1.3625,1.1,0.4125,21.092028,8.15048125,5.783298,7.087375,15
I,0.775,0.6,0.225,4.12485225,1.71514475,0.89300925,1.2757275,7
M,1.3125,0.9625,0.25,14.50076925,6.973977,2.84912475,4.12485225,8
I,1.2,0.8875,0.3125,14.004653,6.76135575,2.36718325,4.252425,9
M,1.65,1.2625,0.4125,38.952213,16.6978555,9.9506745,9.7805775,10
I,0.9,0.6625,0.1875,5.23048275,2.3530085,1.03475675,1.5592225,7
M,1.8625,1.4125,0.5375,54.7428845,25.401152,12.99824575,14.17475,11
I,0.6375,0.45,0.1375,2.3530085,0.8788345,0.60951425,0.56699,4
F,1.5625,1.3125,0.4875,38.328524,12.77144975,6.93145275,15.025235,13
M,0.8625,0.675,0.225,5.5281525,2.211261,1.28990225,1.6726205,9
M,1.475,1.1625,0.35,29.653577,13.31009025,7.4559185,7.4559185,7
M,1.2625,0.9625,0.2875,13.67863375,5.953395,2.93417325,4.35164825,10
I,1.1875,0.9125,0.2875,13.0124205,6.16601625,2.6365035,3.30271675,7
M,1.1125,0.875,0.35,16.74037975,5.74077375,4.479221,5.386405,14
M,1.4125,1.1125,0.35,23.700182,11.509897,4.55009475,6.36446275,9
F,1.5125,1.2125,0.4125,28.64716975,12.3320325,5.9250455,8.50485,19
I,0.825,0.575,0.2,3.96893,1.60174675,1.03475675,1.304077,7
I,1.35,1.0375,0.275,17.5483405,7.81028725,4.252425,5.00368675,10
I,1.0375,0.8,0.2875,8.63242275,3.44446425,2.08368825,2.664853,7
M,1.3375,1.0875,0.375,20.5533875,7.6260155,3.92640575,7.087375,9
F,1.75,1.4625,0.4625,51.24172125,20.00057225,9.11436425,13.4660125,29
F,1.225,0.9125,0.3625,17.98775775,5.65572525,4.60679375,6.23689,10
I,1.375,1.0125,0.375,19.15008725,8.54737425,4.15320175,5.953395,10
M,1.475,1.25,0.5,33.6508565,11.679994,7.66853975,10.489315,16
F,1.7625,1.425,0.45,43.50230775,27.21552,11.89261525,12.190285,12
I,1.375,1.0625,0.3375,20.70930975,9.42620875,4.37999775,6.0951425,9
F,1.75,1.3125,0.475,46.67745175,24.22464775,8.7032965,11.32562525,9
I,1.25,0.95,0.3875,18.92329125,7.78193775,4.422522,5.10291,12
F,1.7125,1.4125,0.4375,46.436481,22.04173625,10.6310625,12.417081,11
F,1.625,1.2375,0.4375,34.7848365,14.968536,7.314171,10.489315,11
M,1.375,1.0875,0.4,25.684647,9.695529,6.2085405,8.3631025,13
M,1.5,1.125,0.3625,24.8625115,12.26115875,4.3941725,6.80388,9
I,1.1875,0.9375,0.275,14.004653,5.9817445,3.0900955,4.37999775,8
F,1.55,1.2,0.4125,28.70386875,15.09610875,12.37455675,9.185238,10
I,1.35,1.05,0.35,18.89494175,8.85921875,3.912231,5.37223025,10
F,1.1,0.875,0.3125,11.43902325,4.9611625,1.7860185,3.6570855,9
I,0.8375,0.65,0.2125,5.443104,2.7499015,0.850485,1.530873,6
I,0.85,0.6625,0.175,5.2446575,1.77184375,1.11980525,1.984465,7
F,1.1,0.85,0.325,11.89261525,4.3374735,3.27436725,3.685435,10
I,1.0375,0.8125,0.25,13.22504175,6.47786075,3.01922175,3.231843,7
I,1.1625,0.9125,0.2875,13.2392165,6.56290925,2.62232875,3.2034935,7
M,1.3,1,0.3625,22.01338675,9.99319875,5.23048275,5.2446575,9
M,1.5375,1.2,0.4625,34.60056475,14.13222575,8.9300925,9.355335,10
M,1.7125,1.3,0.375,38.0733785,13.13999325,8.278054,11.3398,13
F,1.5,1.25,0.4,31.808139,14.44407025,7.257472,8.7599955,10
I,1.3125,1,0.3125,16.03164225,6.90310325,3.3735905,4.9611625,8
F,1.2125,0.9125,0.3,16.68368075,7.654365,3.7137845,4.9611625,9
F,1.15,0.9,0.2875,13.48018725,5.96756975,2.9766975,4.53592,8
M,1.925,1.55,0.4875,71.31316725,31.62386725,18.18620425,18.200379,12
